surface_tension,molecular_formula,density_liquid,enthalpy_fusion,enthalpy_vaporization,enthalpy_vaporization_boiling,thermal_expansion,VDW_area,VDW_volume,radius_gyration,dipole_moment,C,Br,Cl,O,F,H,N,I,Si,S,molecular_weight
16.76,C7H14,0.701,0.79,29.95,29.291,0.0012889,10950000000.0,74.96,3.584,"0.000 ",7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
27.75,C7H14O2,0.9179,15.13,43.651,51.731,0.00089961,11930000000.0,84.34,4.842,"1.679 ",7.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,130.185164
25.1,C7H14O2,0.872,16.5,36.464,38.54,0.0010788,11840000000.0,83.46,4.772,"1.721 ",7.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,130.185164
24.83,C7H14O2,0.872,17.2,36.369,38.663,0.0010981,11840000000.0,83.46,4.822,"1.800 ",7.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,130.185164
24.55,C7H14O2,0.868,17.8,36.083,37.487,0.0011023,11840000000.0,83.66,4.832,"1.750 ",7.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,130.185164
23.24,C7H14O2,0.865,14.732,35.058,36.614,0.0011249,11830000000.0,83.45,4.481,"1.970 ",7.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,130.185164
19.78,C7H16,0.682,14.053,31.877,31.731,0.0012621,10990000000.0,78.49,4.173,"0.000 ",7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
19.3,C7H16,0.684,9.46,31.263,31.19,0.0012227,10980000000.0,78.48,4.078,"0.000 ",7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
17.53,C7H16,0.673,5.82,30.075,29.262,0.0013203,11180000000.0,78.47,3.922,"0.0 ",7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
19.47,C7H16,0.691,6.84,31.068,30.492,0.0011911,10970000000.0,78.47,3.917,"0.0 ",7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
17.64,C7H16,0.668,6.85,30.197,29.796,0.001321,10970000000.0,78.47,3.931,"0.0 ",7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
19.07,C7H16,0.687,6.85,30.719,29.737,0.0012511,11180000000.0,78.47,3.768,"0.0 ",7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
18.28,C7H16,0.687,2.201,30.233,28.978,0.0012308,11170000000.0,78.46,3.96,"0.0 ",7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
21.31,C7H16,0.695,9.55,31.415,31.007,0.0012411,10980000000.0,78.48,3.943,"0.000 ",7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
31.95,C7H16O,0.82,18.175,39.135,45.769,0.00095812,11680000000.0,83.09,4.38,"1.739 ",7.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,116.201641
30.14,C7H16O,0.814,14.451,37.607,30.501,0.0010411,11670000000.0,83.08,4.4830000000000005,"1.73 ",7.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,116.201641
20.56,C7H16O,0.735,12.1,33.661,31.795,0.0012287,11570000000.0,82.17,4.333,"1.28 ",7.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,116.201641
27.26,C7H16S,0.839,25.384,39.346,40.389,0.00097729,12540000000.0,89.86,4.642,"1.55 ",7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,132.26703600000002
24.02,C7H17N,0.772,29.4,37.321,40.145,0.00097746,11960000000.0,85.59,4.423,"1.6 ",7.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,115.21688
32.0,C8H8,0.9,10.95,36.369,42.92,0.00092044,8270000000.0,66.25,3.81,"0.13 ",8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,104.149448
37.27,C8H8O2,1.085,13.9,41.499,44.023,0.00090122,9530000000.0,73.91,4.362,"2.53 ",8.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,136.148258
28.59,C8H10,0.865,9.18,35.452,35.915,0.00099795,8800000000.0,69.74,3.897,"0.6 ",8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,106.16533
29.6,C8H10,0.876,13.6,36.234,37.005,0.00096006,8840000000.0,70.66,3.836,"0.63 ",8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,106.16533
28.26,C8H10,0.861,11.569,35.729,36.334,0.00099666,8840000000.0,70.66,3.937,"0.3 ",8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,106.16533
27.92,C8H10,0.858,16.933,35.657,35.821,0.0010032,8840000000.0,70.66,3.831,"0.0 ",8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,106.16533
32.47,C8H10O,0.961,11.6,38.695,41.021,0.00091771,9280000000.0,72.64,4.174,"1.409 ",8.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,122.16473500000001
32.45,C8H10O,1.015,12.84,42.591,48.77,0.00073274,9330000000.0,73.78,4.143,"1.391 ",8.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,122.16473500000001
35.95,C8H11N,0.949,11.56,40.86,42.832,0.00088152,9680000000.0,76.71,4.0760000000000005,"1.679 ",8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,121.179974
35.64,C8H11N,0.977,12.2,42.466,46.788,0.00077038,9810000000.0,77.76,4.157,"1.055 ",8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,121.179974
25.59,C8H11N,0.913,9.54,38.753,39.511,0.00091641,11070000000.0,78.95,4.306,"2.039 ",8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,121.179974
30.04,C8H12S,0.9967,14.9,39.8,41.113,0.00086414,11190000000.0,86.96,4.301,"0.222 ",8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,140.246012
24.32,C8H14O2,0.891,18.255,37.864,40.2,0.0010995,12960000000.0,90.18,5.125,"2.15 ",8.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,142.19590399999998
24.42,C8H16,0.773,10.033,34.954,34.593,0.0010583,10780000000.0,80.62,4.135,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
22.32,C8H16,0.777,11.482,34.063,33.225,0.0010573,10990000000.0,81.82,3.773,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
25.05,C8H16,0.784,8.33,35.039,34.163000000000004,0.0010819,10220000000.0,80.69,3.932,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
23.65,C8H16,0.777,2.01,33.903,32.443000000000005,0.0011083,10990000000.0,81.82,3.668,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
23.57,C8H16,0.772,10.49,34.253,32.865,0.0011045,10780000000.0,81.82,3.883,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
22.59,C8H16,0.762,10.82,33.903,32.722,0.0010892,10780000000.0,81.82,3.972,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
24.15,C8H16,0.781,9.865,34.186,33.247,0.0011088,10780000000.0,81.82,3.982,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
23.94,C8H16,0.779,9.31,34.281,33.14,0.0011108,10780000000.0,81.82,3.905,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
22.52,C8H16,0.759,12.331,33.865,32.477,0.0010983,10780000000.0,81.82,3.907,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
21.29,C8H16,0.711,15.313,34.092,34.387,0.0011552,11810000000.0,85.23,4.457,"0.339 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
21.42,C8H16,0.711,16.678,34.226,33.673,0.0011745,11800000000.0,85.2,4.415,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
21.07,C8H16,0.71,16.678,34.092,33.715,0.0011748,11800000000.0,85.2,4.419,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
21.2,C8H16,0.723,13.886,33.936,34.113,0.001171,12110000000.0,85.21,4.579,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
17.26,C8H16,0.711,8.765,32.204,30.985,0.0011745,12300000000.0,85.19,3.994,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
17.98,C8H16,0.717,6.794,32.486,31.927,0.0011728,12290000000.0,85.16,4.136,"0.000 ",8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,112.212976
29.1,C8H16O,0.82,25.86,38.772,39.947,0.00095433,12590000000.0,90.19,4.681,"2.320 ",8.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,128.212381
24.13,C8H16O,0.819,21.339,38.098,40.653,0.00095352,12580000000.0,90.18,4.862,"2.660 ",8.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,128.212381
26.57,C8H16O,0.815,24.419,38.944,51.58,0.0009824,12590000000.0,90.19,4.892,"2.461 ",8.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,128.212381
26.01,C8H18O,0.817,19.7,39.614,44.163,0.0010159,13020000000.0,93.31,4.898,"1.649 ",8.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,130.228263
30.36,C8H18O,0.83,19.597,39.901,50.804,0.00097808,13020000000.0,93.31,4.809,"1.760 ",8.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,130.228263
22.44,C8H18O,0.764,16.6,35.988,37.346,0.0010959,12880000000.0,91.92,4.797,"1.169 ",8.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,130.228263
36.92,C8H18O3,0.952,20.3,44.535,54.049,0.00083202,14200000000.0,101.0,5.106,"2.350 ",8.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,162.22707300000002
31.88,C8H18O4,0.98,23.71,43.087,50.901,0.00089314,14740000000.0,103.52,5.414,"2.239 ",8.0,0.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,178.226478
49.42,C8H18O5,1.122,36.6,54.135,78.318,0.00067921,15520000000.0,109.02,5.602,"3.238 ",8.0,0.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,0.0,194.225883
27.77,C8H18S,0.84,24.0,41.552,42.539,0.00093857,13900000000.0,100.09,5.013999999999999,"1.610 ",8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,146.293658
26.99,C8H18S,0.841,11.497,41.16,35.73699999999999,0.00093838,13860000000.0,100.05,4.263999999999999,"1.670 ",8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,146.293658
31.66,C10H18,0.894,14.414,40.86,39.801,0.00085652,11370000000.0,94.26,4.206,"0.000 ",10.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,138.250338
29.38,C10H18,0.868,3.244,40.285,38.62,0.00089742,11370000000.0,94.26,4.314,"0.000 ",10.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,138.250338
26.51,C10H20,0.818,14.159,39.614,38.744,0.00095266,12920000000.0,101.15,4.831,"0.000 ",10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
23.55,C10H20,0.737,13.81,38.37,39.358,0.001001,14510000000.0,105.69,5.227,"0.420 ",10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
23.0,C10H20,0.7631,21.3,38.368,39.97,0.0010133,14500000000.0,105.56,5.337999999999999,"0.300 ",10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
23.0,C10H20,0.7631,22.6,38.368,40.027,0.0010133,14500000000.0,105.56,5.398,"0.000 ",10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
23.0,C10H20,0.7631,18.1,38.368,39.214,0.0010133,14500000000.0,105.68,5.273,"0.000 ",10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
23.71,C10H20,0.8196,12.2,39.039,39.8,0.00095234,13120000000.0,101.14,4.4830000000000005,"0.000 ",10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
23.38,C10H20,0.8038,11.2,39.154,39.637,0.00095552,12890000000.0,101.12,4.518,"0.000 ",10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,140.26622
30.6,C10H20O,0.828,30.6,42.369,46.728,0.00090126,15290000000.0,110.65,5.377999999999999,"2.578 ",10.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,156.265625
23.3,C10H20O2,0.87,22.502,41.456,43.611,0.00099248,15880000000.0,114.14,5.895,"1.883 ",10.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,172.26503
20.93,C10H20O2,0.854,18.979,40.63,43.154,0.00099385,15870000000.0,114.13,5.586,"2.179 ",10.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,172.26503
23.41,C10H22,0.728,28.715,39.059,40.017,0.00094334,15040000000.0,109.18,5.184,"0.000 ",10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.0,C10H22,0.723,17.489,38.385,38.138,0.00097868,15030000000.0,109.17,5.428999999999999,"0.0 ",10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
24.44,C10H22,0.729,18.698,38.461,38.106,0.00097715,15030000000.0,109.17,5.2860000000000005,"0.0 ",10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.9,C10H22,0.728,15.188,38.261,38.505,0.00097741,15030000000.0,109.17,5.448,"0.0 ",10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
23.81,C10H22,0.729,16.64,38.208,37.984,0.00097715,15030000000.0,109.17,5.318,"0.0 ",10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
21.66,C10H22,0.721,14.242,37.421,37.152,0.0009792,15230000000.0,109.16,5.223,"0.0 ",10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,142.282102
28.59,C10H22O,0.825,37.66,44.617,46.517,0.00089475,15730000000.0,113.78,5.499,"1.619 ",10.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,158.281507
24.33,C10H22O,0.78,25.8,40.352,41.67,0.0010356,15650000000.0,112.89,5.374,"1.199 ",10.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,158.281507
33.42,C10H22O5,1.006,25.4,48.881,57.85,0.00078321,18040000000.0,127.68,6.277,"2.47 ",10.0,0.0,0.0,5.0,0.0,22.0,0.0,0.0,0.0,0.0,222.279127
26.59,C10H22S,0.841,31.0,44.958,47.25899999999999,0.00087742,16580000000.0,120.55,5.712000000000001,"1.649 ",10.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,174.346902
25.97,C10H23N,0.791,33.8,43.188,46.841,0.00083704,16000000000.0,116.0,5.477,"1.409 ",10.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,157.29674599999998
38.35,C11H10,1.017,6.95,45.585,45.821,0.00075544,9840000000.0,85.11,4.435,"0.51 ",11.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,142.19755
29.1,C11H16,0.855,15.24,42.072,42.265,0.0008447,12850000000.0,100.43,5.167999999999999,"0.0 ",11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,148.24519600000002
25.47,C11H20O2,0.88,23.812,43.087,45.61,0.00092396,16700000000.0,120.88,6.265,"2.839 ",11.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,184.27577000000002
24.4,C11H22,0.747,16.99,40.86,41.728,0.00096473,15860000000.0,115.92,5.428999999999999,"0.531 ",11.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,154.292842
24.72,C11H22O,0.827,38.33,44.435,48.173,0.00085671,16640000000.0,120.88,5.711,"2.5780000000000003 ",11.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,170.292247
27.13,C11H24O,0.831,37.4,44.696,50.089,0.00087525,17080000000.0,124.01,5.808,"1.67 ",11.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,172.308129
26.26,C11H24S,0.841,39.9,46.706,49.388,0.00085268,17900000000.0,130.78,6.069,"1.67 ",11.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,188.373524
36.99,C12H14O4,1.113,17.984,48.649,57.425,0.00072039,15760000000.0,119.92,5.832000000000001,"2.7310000000000003 ",12.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,222.23767400000003
25.54,C12H18,0.855,18.41,44.063,44.945,0.00081282,14080000000.0,109.86,5.642,"0.000 ",12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,162.271818
23.08,C12H18,0.8617,11.9,42.711,42.906,0.00081178,14430000000.0,111.56,5.044,"0.100 ",12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,162.271818
28.51,C12H18,0.8887,12.2,45.502,44.084,0.00075891,14100000000.0,112.2,5.049,"0.000 ",12.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,162.271818
25.14,C12H24,0.756,19.9,42.803,43.704,0.00091938,17210000000.0,126.15,5.747000000000001,"0.519 ",12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,168.319464
23.04,C12H24,0.7761,28.3,42.249,44.868,0.00091526,17200000000.0,126.12,6.0760000000000005,"0.000 ",12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,168.319464
23.04,C12H24,0.7761,29.6,42.249,44.868,0.00091526,17200000000.0,126.12,5.446000000000001,"0.000 ",12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,168.319464
22.63,C12H24O,0.835,42.21,45.212,50.347,0.00083173,17990000000.0,131.11,6.0520000000000005,"2.578 ",12.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,184.318869
24.94,C12H26,0.745,36.836,43.073,44.343,0.00086261,17740000000.0,129.64,5.914,"0.000 ",12.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,170.33534600000002
29.75,C12H26O,0.83,40.2,47.447,47.786,0.00084372,18430000000.0,134.24,6.119,"1.691 ",12.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,186.334751
24.4,C12H27N,0.775,29.857,42.206,46.613,0.00086077,18740000000.0,137.41,6.69,"0.780 ",12.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,185.34999
25.79,C13H26,0.762,22.83,44.617,46.095,0.00088146,18560000000.0,136.38,6.073,"0.000 ",13.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,182.346086
27.12,C13H26O,0.827,46.1,49.29,51.88399999999999,0.00081207,19340000000.0,141.34,6.345,"2.578 ",13.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,198.345491
22.97,C13H26O2,0.851,26.0,46.81,50.524,0.00090555,19940000000.0,144.84,7.273,"2.179 ",13.0,0.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,0.0,214.344896
29.58,C13H26O2,0.869,33.795,47.544,51.917,0.0008556,19940000000.0,144.84,6.857,"1.700 ",13.0,0.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,0.0,214.344896
25.55,C13H28,0.754,28.5,44.967,45.793,0.00083387,19090000000.0,139.85,6.198,"0.000 ",13.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,184.36196800000002
37.04,C14H12,1.011,27.608,50.078,48.002,0.00070971,12760000000.0,108.62,4.744,"0.000 ",14.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,180.245652
31.23,C14H14,0.996,17.573,48.302,50.403,0.00073006,13110000000.0,110.5,5.437,"0.000 ",14.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,182.261534
37.64,C14H14O,1.042,20.209,51.051,53.70399999999999,0.00069316,13960000000.0,115.84,6.077999999999999,"1.390 ",14.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,198.260939
35.24,C14H16,0.973,25.1,49.958,52.561,0.00069801,13930000000.0,115.81,5.68,"0.690 ",14.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,184.27741600000002
26.35,C14H28,0.768,25.47,46.476,48.121,0.00084876,19910000000.0,146.61,6.398,"0.381 ",14.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,196.37270800000002
26.15,C14H30,0.758,45.07,46.36,47.788,0.00083511,20440000000.0,150.1,6.4270000000000005,"0.000 ",14.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,198.38859
26.68,C15H32,0.765,34.6,48.01,49.571,0.00078446,21790000000.0,160.33,6.729,"0.0 ",15.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,212.415212
30.52,C16H26,0.852,32.635,51.035,53.535,0.00072214,19500000000.0,150.8,7.108,"0.0 ",16.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,218.378306
27.32,C16H32,0.777,30.192,48.711,52.028,0.00079543,22610000000.0,167.07,6.985,"0.51 ",16.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,224.425952
27.09,C16H34,0.77,53.359,49.373,51.31,0.00076449,23140000000.0,170.56,7.063,"0.0 ",16.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,226.441834
27.52,C17H36,0.773,40.16,51.452,52.483,0.00075256,24490000000.0,180.79,7.355,"0.0 ",17.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,240.468456
21.29,C18H30,0.849,40.166,53.945,56.796,0.00069034,22180000000.0,171.24,7.796,"0.0 ",18.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,246.43155
35.53,C18H32O2,0.902,47.7,57.441,68.997,0.00069394,23580000000.0,189.83,10.52,"1.217 ",18.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,280.446242
32.34,C18H34O2,0.8874,39.6,60.875,69.908,0.00070514,26240000000.0,193.35,10.43,"1.439 ",18.0,0.0,0.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,282.462124
28.08,C18H36,0.785,32.6,51.795,55.597,0.00075318,25310000000.0,187.53,7.588999999999999,"0.369 ",18.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,252.479196
21.55,C19H26,0.934,35.637,57.882,58.36600000000001,0.00063358,20600000000.0,166.15,7.732,"0.0 ",19.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,254.410526
20.17,C19H32,0.851,43.932,55.035,57.415,0.00067616,23620000000.0,182.27,8.189,"0.0 ",19.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,260.458172
20.55,C20H28,0.928,38.227,59.261,58.679,0.00062372,22100000000.0,176.4,8.139,"0.0 ",20.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,268.437148
18.89,C20H40,0.7838,56.1,54.498,55.783,0.00072232,27300000000.0,208.0,8.853,"0.205 ",20.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,280.53244